Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,4,0,48,0,12.00,10,6,3,0,0,0
Avesh Khan,694211,4,0,28,0,7.00,11,1,2,1,0,0
Rahul Tewatia,423838,2,0,23,0,11.50,2,1,2,0,0,0
Liam Plunkett,19264,3,0,52,0,17.33,2,2,6,0,0,0
Amit Mishra,31107,4,0,30,1,7.50,4,1,1,0,0,0
Vijay Shankar,477021,2,0,22,1,11.00,4,3,0,2,1,0
Glenn Maxwell,325026,1,0,5,1,5.00,2,0,0,0,0,0
Lungi Ngidi,542023,4,0,26,1,6.50,12,2,1,2,0,1
KM Asif,1083030,3,0,43,2,14.33,5,6,2,1,0,1
Shane Watson,8180,2,0,27,0,13.50,2,2,2,0,0,1
Ravindra Jadeja,234675,4,0,31,1,7.75,6,2,1,1,0,1
Harbhajan Singh,29264,4,0,26,0,6.50,8,1,1,1,0,1
Dwayne Bravo,51439,3,0,43,0,14.33,3,2,4,1,0,1
