Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ashok Dinda,227712,4,1,20,3,5.00,14,3,0,0,0,0
Deepak Chahar,447261,2,0,13,0,6.50,6,2,0,0,0,0
Thisara Perera,233514,3,0,27,0,9.00,7,2,2,0,0,0
Irfan Pathan,32685,3,0,17,0,5.66,9,2,0,0,0,0
Adam Zampa,379504,4,0,21,3,5.25,7,0,0,0,0,0
Ravichandran Ashwin,26421,4,0,23,0,5.75,9,2,0,2,0,0
Zaheer Khan,30102,3,0,19,0,6.33,10,3,0,2,0,1
Nathan Coulter-Nile,261354,3,0,21,0,7.00,8,3,0,1,0,1
Chris Morris,439952,2,0,12,1,6.00,8,2,0,1,1,1
Amit Mishra,31107,2,0,10,0,5.00,5,1,0,0,0,1
Mohammed Shami,481896,1,0,12,0,12.00,2,1,1,0,0,1
