Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,4,0,25,1,6.25,13,3,1,0,0,0
Hasan Ali,681305,4,2,12,2,3.00,18,0,1,1,0,0
Rumman Raees,448243,4,1,25,1,6.25,13,0,2,0,0,0
Wahab Riaz,43590,4,0,44,1,11.00,7,2,4,0,0,0
Shadab Khan,922943,4,0,16,2,4.00,15,0,1,0,0,0
Samuel Badree,51433,4,0,38,0,9.50,10,3,3,0,0,1
Jason Holder,391485,3,0,24,0,8.00,7,4,0,0,0,1
Kesrick Williams,450075,3,0,16,2,5.33,10,2,0,1,0,1
Sunil Narine,230558,4,0,19,0,4.75,9,1,0,0,0,1
Marlon Samuels,52983,2,0,11,1,5.50,3,0,0,0,0,1
Carlos Brathwaite,457249,2,0,13,0,6.50,4,1,0,2,0,1
Jason Mohammed,230549,1,0,5,0,5.00,2,0,0,0,0,1
