Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Usman Shinwari,697279,10,0,53,0,5.30,30,6,0,0,1,0
Junaid Khan,259551,10,1,47,0,4.70,34,4,1,1,0,0
Mohammad Hasnain,1158100,9,0,52,2,5.77,18,3,0,1,0,0
Imad Wasim,227758,9,0,56,2,6.22,20,4,1,1,0,0
Yasir Shah,43685,10,0,57,2,5.70,30,5,2,0,0,0
Haris Sohail,318788,2,0,9,0,4.50,6,1,0,0,0,0
Nathan Coulter-Nile,261354,10,1,53,3,5.30,28,5,0,0,0,1
Kane Richardson,272262,7,0,37,1,5.28,23,4,0,1,0,1
Marcus Stoinis,325012,3,0,20,2,6.66,10,1,1,2,0,1
Nathan Lyon,272279,10,0,49,1,4.90,27,4,0,0,0,1
Adam Zampa,379504,10,0,49,1,4.90,24,2,0,0,0,1
Aaron Finch,5334,2,0,19,0,9.50,4,2,1,0,0,1
Glenn Maxwell,325026,8,0,41,0,5.12,17,1,0,0,0,1
