Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mustafizur Rahman,330902,10,0,87,1,8.69,22,11,0,0,2,0
Taskin Ahmed,538506,10,1,52,1,5.20,34,5,0,1,0,0
Rubel Hossain,300619,10,1,70,3,7.00,28,7,1,0,1,0
Mahedi Hasan,833087,7,0,46,0,6.57,15,6,0,0,0,0
Mehidy Hasan Miraz,629063,5,0,23,0,4.59,17,1,1,0,0,0
Soumya Sarkar,436677,8,0,37,1,4.62,25,2,0,1,0,0
Matt Henry,506612,10,2,27,4,2.70,43,2,0,1,0,1
Trent Boult,277912,10,1,37,0,3.70,45,4,1,1,0,1
Kyle Jamieson,625960,8,0,30,1,3.75,34,2,1,1,1,1
James Neesham,355269,7.4,1,27,5,3.52,32,2,1,2,0,1
Daryl Mitchell,381743,4,0,25,0,6.25,12,2,1,1,0,1
Mitchell Santner,502714,3,0,7,0,2.33,11,0,0,0,0,1
