Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Ishant Sharma,236779,27,7,52,2,1.92,0,5,0
Jasprit Bumrah,625383,36,7,84,3,2.33,1,7,0
Ravichandran Ashwin,26421,55.1,5,146,3,2.64,0,2,0
Shahbaz Nadeem,31872,44,4,167,2,3.79,0,6,0
Washington Sundar,719715,26,2,98,0,3.76,0,0,0
Rohit Sharma,34102,2,0,7,0,3.50,0,0,0
James Anderson,8608,16.5,5,46,2,2.73,0,0,1
Jofra Archer,669855,21,3,75,2,3.57,0,1,1
Ben Stokes,311158,6,1,16,0,2.66,0,0,1
Jack Leach,455524,24,5,105,2,4.37,0,0,1
Dom Bess,646847,26,5,76,4,2.92,0,0,1
Joe Root,303669,2,0,14,0,7.00,0,0,1
Ravichandran Ashwin,26421,17.3,2,61,6,3.48,0,3,2
Shahbaz Nadeem,31872,15,2,66,2,4.40,0,3,2
Ishant Sharma,236779,7,1,24,1,3.42,0,0,2
Jasprit Bumrah,625383,6,0,26,1,4.33,0,1,2
Washington Sundar,719715,1,0,1,0,1.00,0,0,2
Jofra Archer,669855,9.1,4,23,1,2.50,0,0,3
Jack Leach,455524,26,4,76,4,2.92,0,1,3
James Anderson,8608,11,4,17,3,1.54,0,0,3
Dom Bess,646847,8,0,50,1,6.25,0,0,3
Ben Stokes,311158,4,1,13,1,3.25,0,0,3
