Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Hasan Ali,681305,4,0,24,2,6.00,0,0,0
Ibtisam Sheikh,1123377,3,0,30,2,10.00,0,0,0
Umaid Asif,429122,4,0,40,1,10.00,1,0,0
Liam Dawson,211855,2,0,25,0,12.50,0,0,0
Wahab Riaz,43590,4,0,20,2,5.00,1,0,0
Kieron Pollard,230559,3,0,32,0,10.66,1,0,0
Rumman Raees,448243,4,0,41,0,10.25,0,0,1
Mohammad Sami,41324,4,0,33,0,8.25,2,0,1
Zafar Gohar,348154,4,0,30,2,7.50,2,0,1
Shadab Khan,922943,4,0,21,2,5.25,0,0,1
Faheem Ashraf,681117,4,0,40,1,10.00,1,2,1
