Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Stuart Broad,10617,4,0,39,0,9.75,1,0,0
Sam Rainbird,333872,3,0,37,0,12.33,0,0,0
Dan Christian,4864,4,0,37,1,9.25,1,0,0
Jake Reed,602570,4,0,54,2,13.50,1,0,0
Cameron Boyce,326625,4,0,36,0,9.00,0,0,0
D'Arcy Short,308798,1,0,18,1,18.00,0,0,0
Tom Cooper,219885,2,0,12,2,6.00,0,0,1
Xavier Doherty,5017,3,0,30,0,10.00,0,0,1
Sunil Narine,230558,4,0,27,3,6.75,0,0,1
James Pattinson,272465,3,0,47,0,15.66,0,1,1
Brad Hogg,5681,4,0,45,2,11.25,0,0,1
Thisara Perera,233514,4,0,59,0,14.75,1,0,1
