Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Amir,290948,26,11,44,6,1.69,0,0,0
Mohammad Abbas,389666,22,4,63,1,2.86,0,0,0
Wahab Riaz,43590,23,6,66,1,2.86,0,0,0
Yasir Shah,43685,24,5,91,2,3.79,0,0,0
Shannon Gabriel,446101,29,6,92,3,3.17,0,6,1
Alzarri Joseph,670031,31,8,71,3,2.29,0,2,1
Jason Holder,391485,30,6,65,1,2.16,0,4,1
Devendra Bishoo,341593,33,2,106,1,3.21,1,0,1
Roston Chase,391832,8.4,1,37,1,4.26,0,0,1
Kraigg Brathwaite,348024,7,1,22,0,3.14,0,0,1
Mohammad Amir,290948,14,4,20,1,1.42,0,0,2
Mohammad Abbas,389666,11,1,35,2,3.18,0,0,2
Yasir Shah,43685,21.4,4,63,6,2.90,0,0,2
Wahab Riaz,43590,6,0,29,1,4.83,0,0,2
Shannon Gabriel,446101,3,1,7,1,2.33,0,0,3
Alzarri Joseph,670031,3,1,6,1,2.00,0,0,3
Devendra Bishoo,341593,2.5,0,19,1,6.70,0,0,3
Jason Holder,391485,2,1,2,0,1.00,0,0,3
