Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Michael Beer,307495,3,0,21,0,7.00,5,2,0,0,0,0
Ben Hilfenhaus,5941,3,0,33,0,11.00,1,3,1,1,0,0
Scott Boland,446548,4,0,44,1,11.00,5,4,2,0,0,0
Marcus Stoinis,325012,3,0,24,1,8.00,5,2,0,1,0,0
James Faulkner,270484,4,0,19,1,4.75,7,0,0,0,0,0
Adam Zampa,379504,3,0,26,1,8.66,4,0,2,1,0,0
Tom Cooper,219885,1,0,5,1,5.00,2,0,0,0,0,1
Chris Tremain,553800,3,0,30,1,10.00,6,4,0,4,1,1
Cameron Stevenson,953793,2,0,21,1,10.50,3,3,0,0,0,1
Trent Lawford,685869,4,0,46,0,11.50,6,5,1,1,1,1
Sunil Narine,230558,4,0,26,0,6.50,6,1,0,0,1,1
Brad Hogg,5681,4,0,22,3,5.50,7,0,0,1,0,1
