Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mashrafe Mortaza,56007,4,0,38,1,9.50,7,4,1,0,0,0
Rubel Hossain,300619,4,0,37,3,9.25,7,3,1,0,0,0
Mustafizur Rahman,330902,4,0,30,0,7.50,6,3,0,1,1,0
Shakib Al Hasan,56143,4,0,32,1,8.00,9,2,1,2,0,0
Mosaddek Hossain,550133,2,0,22,1,11.00,3,1,2,0,0,0
Mahmudullah,56025,2,0,32,0,16.00,2,2,3,0,0,0
Mitchell Santner,502714,3,0,14,1,4.66,7,0,0,1,0,1
Trent Boult,277912,3,0,28,1,9.33,8,5,0,1,0,1
Ben Wheeler,440523,2.1,0,16,2,7.38,7,1,0,2,0,1
Colin de Grandhomme,55395,2,0,33,0,16.50,2,1,3,1,0,1
Ish Sodhi,559066,4,0,36,3,9.00,8,0,3,3,0,1
Kane Williamson,277906,4,0,16,2,4.00,12,1,0,0,0,1
