Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Stuart Broad,10617,11,2,37,0,3.36,0,0,0
Olly Stone,457279,15.5,5,47,3,2.96,0,0,0
Jack Leach,455524,27,3,78,2,2.88,0,0,0
Ben Stokes,311158,2,0,16,0,8.00,0,0,0
Moeen Ali,8917,29,3,128,4,4.41,0,0,0
Joe Root,303669,11,3,23,1,2.09,0,0,0
Ishant Sharma,236779,5,1,22,2,4.40,0,0,1
Ravichandran Ashwin,26421,23.5,4,43,5,1.80,0,1,1
Axar Patel,554691,20,3,40,2,2.00,0,0,1
Kuldeep Yadav,559235,6,1,16,0,2.66,0,0,1
Mohammed Siraj,940973,5,4,5,1,1.00,0,0,1
Olly Stone,457279,6.5,1,21,1,3.07,0,0,2
Jack Leach,455524,33,6,100,4,3.03,0,0,2
Moeen Ali,8917,32,7,98,4,3.06,0,0,2
Joe Root,303669,4,0,15,0,3.75,0,0,2
Stuart Broad,10617,9,3,25,0,2.77,0,0,2
Dan Lawrence,641423,1,0,7,0,7.00,0,0,2
Ishant Sharma,236779,6,3,13,0,2.16,0,0,3
Axar Patel,554691,21,5,60,5,2.85,0,0,3
Ravichandran Ashwin,26421,18,5,53,3,2.94,0,0,3
Mohammed Siraj,940973,3,1,6,0,2.00,0,0,3
Kuldeep Yadav,559235,6.2,1,25,2,3.94,0,0,3
