Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Usman Shinwari,697279,10,1,58,0,5.80,29,7,0,0,1,0
Shaheen Shah Afridi,1072470,10,0,38,2,3.80,37,2,1,0,0,0
Mohammad Nawaz,348148,10,1,57,3,5.70,28,3,3,0,0,0
Shoaib Malik,42657,4,0,21,0,5.25,9,1,0,0,0,0
Haris Sohail,318788,6,0,30,0,5.00,15,0,1,0,0,0
Hasan Ali,681305,10,0,51,1,5.09,26,3,0,1,1,0
Mujeeb Ur Rahman,974109,10,2,33,2,3.30,39,1,0,3,0,1
Aftab Alam,440963,9.3,1,64,0,6.73,23,5,2,3,0,1
Gulbadin Naib,352048,10,0,61,1,6.10,22,4,0,3,0,1
Mohammad Nabi,25913,10,0,50,0,5.00,29,2,2,1,0,1
Rashid Khan,793463,10,0,46,3,4.59,32,1,2,2,0,1
