Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,3,0,21,2,7.00,9,3,0,1,0,0
Avesh Khan,694211,4,0,36,2,9.00,9,5,1,0,0,0
Liam Plunkett,19264,4,0,17,3,4.25,12,1,0,1,0,0
Dan Christian,4864,3,0,17,1,5.66,8,2,0,0,0,0
Amit Mishra,31107,4,0,33,0,8.25,7,1,1,2,0,0
Glenn Maxwell,325026,1,0,4,0,4.00,2,0,0,0,0,0
Rahul Tewatia,423838,1,0,6,0,6.00,1,0,0,0,0,0
Ankit Rajpoot,591650,4,0,23,2,5.75,15,4,0,2,0,1
Barinder Sran,537126,4,0,45,1,11.25,5,4,1,3,0,1
Andrew Tye,459508,4,0,25,2,6.25,11,0,1,2,0,1
Ravichandran Ashwin,26421,4,0,19,0,4.75,8,1,0,0,0,1
Mujeeb Ur Rahman,974109,4,0,25,2,6.25,12,2,1,0,0,1
