Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Zulfiqar Babar,43871,4,0,17,2,4.25,0,0,0
Mahmudullah,56025,2,0,18,0,9.00,0,0,0
Mohammad Nawaz,348148,4,0,29,0,7.25,0,0,0
Anwar Ali,232491,4,0,51,2,12.75,0,0,0
Hassan Khan,959789,4,0,35,1,8.75,1,0,0
Thisara Perera,233514,2,0,13,1,6.50,0,0,0
Mohammad Irfan,429981,4,0,23,1,5.75,1,0,1
Samuel Badree,51433,3,0,34,0,11.33,0,0,1
Rumman Raees,448243,4,0,26,1,6.50,1,0,1
Shadab Khan,922943,4,0,28,1,7.00,0,0,1
Mohammad Sami,41324,4,0,33,1,8.25,2,0,1
Shane Watson,8180,1,0,10,0,10.00,0,0,1
