Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Starc,311592,15,5,39,1,2.60,0,0,0
Josh Hazlewood,288284,11,2,42,0,3.81,0,0,0
Steve O'Keefe,7069,21,5,40,1,1.90,0,0,0
Mitchell Marsh,272450,2,0,2,0,1.00,0,0,0
Nathan Lyon,272279,22.2,4,50,8,2.23,0,0,0
Ishant Sharma,236779,27,8,48,1,1.77,0,3,1
Umesh Yadav,376116,24,7,57,1,2.37,0,1,1
Ravichandran Ashwin,26421,49,13,84,2,1.71,0,0,1
Ravindra Jadeja,234675,21.4,1,63,6,2.90,0,0,1
Karun Nair,398439,1,0,7,0,7.00,0,0,1
Mitchell Starc,311592,16,1,74,2,4.62,2,0,2
Josh Hazlewood,288284,24,5,67,6,2.79,0,0,2
Nathan Lyon,272279,33,4,82,0,2.48,0,0,2
Steve O'Keefe,7069,21.1,3,36,2,1.70,0,0,2
Mitchell Marsh,272450,3,0,4,0,1.33,0,0,2
Ishant Sharma,236779,6,1,28,1,4.66,1,0,3
Ravichandran Ashwin,26421,12.4,4,41,6,3.23,0,0,3
Umesh Yadav,376116,9,2,30,2,3.33,0,0,3
Ravindra Jadeja,234675,8,5,3,1,0.37,0,0,3
