Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kane Richardson,272262,4,0,22,4,5.50,11,2,0,0,0,0
Richard Gleeson,473191,4,0,49,1,12.25,6,4,3,3,0,0
Jack Wildermuth,570854,4,0,37,0,9.25,7,2,2,1,0,0
Harry Gurney,244639,4,0,55,1,13.75,3,1,5,0,0,0
Cameron Boyce,326625,4,0,32,0,8.00,0,0,1,0,0,0
Jhye Richardson,774223,4,0,41,0,10.25,7,2,3,1,0,1
Joel Paris,501012,3,0,36,1,12.00,5,2,2,3,0,1
Chris Jordan,288992,4,0,30,2,7.50,9,4,0,0,0,1
Mitchell Marsh,272450,2,0,23,0,11.50,3,2,1,0,0,1
Fawad Ahmed,240609,4,0,22,2,5.50,11,0,1,0,0,1
Ashton Agar,505120,3,0,30,1,10.00,4,1,2,0,0,1
