Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Vernon Philander,46945,18,7,25,2,1.38,0,0,0
Kagiso Rabada,550215,21,2,96,5,4.57,0,0,0
Lungi Ngidi,542023,13.3,3,51,3,3.77,0,0,0
Keshav Maharaj,267724,18,1,51,0,2.83,0,0,0
Dean Elgar,230852,1,0,6,0,6.00,0,0,0
Mitchell Starc,311592,33.4,5,110,1,3.26,0,0,1
Josh Hazlewood,288284,30,5,98,2,3.26,0,0,1
Pat Cummins,489889,24,6,79,3,3.29,2,0,1
Nathan Lyon,272279,22,5,58,1,2.63,0,0,1
Mitchell Marsh,272450,9,1,26,2,2.88,0,0,1
Vernon Philander,46945,18,5,56,0,3.11,0,0,2
Kagiso Rabada,550215,22,9,54,6,2.45,1,0,2
Keshav Maharaj,267724,23,2,90,2,3.91,0,0,2
Lungi Ngidi,542023,13,5,24,2,1.84,0,0,2
Aiden Markram,600498,3,1,3,0,1.00,0,0,2
Mitchell Starc,311592,3,0,15,0,5.00,0,0,3
Josh Hazlewood,288284,6,0,26,1,4.33,0,0,3
Nathan Lyon,272279,9,0,44,2,4.88,0,0,3
Pat Cummins,489889,4.5,0,13,1,2.68,0,0,3
