Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Vernon Philander,46945,16,5,41,0,2.56,0,0,0
Dane Paterson,327947,24,3,62,1,2.58,1,0,0
Kagiso Rabada,550215,28,6,97,2,3.46,2,4,0
Anrich Nortje,481979,25,4,97,1,3.88,1,0,0
Keshav Maharaj,267724,58,15,180,5,3.10,0,0,0
Dean Elgar,230852,1,0,6,0,6.00,0,0,0
Stuart Broad,10617,13.4,6,30,3,2.19,0,0,1
Sam Curran,662973,11,2,32,1,2.90,0,0,1
Dom Bess,646847,31,12,51,5,1.64,0,0,1
Mark Wood,351588,11,4,31,0,2.81,1,0,1
Joe Denly,12454,4,1,10,0,2.50,0,0,1
Joe Root,303669,11,4,25,0,2.27,0,0,1
Ben Stokes,311158,5,1,26,1,5.20,0,0,1
Stuart Broad,10617,10,5,14,1,1.40,0,1,2
Sam Curran,662973,6,0,46,0,7.66,0,0,2
Mark Wood,351588,16.5,6,32,3,1.90,1,0,2
Dom Bess,646847,22,11,36,1,1.63,0,0,2
Ben Stokes,311158,5,2,9,0,1.80,0,0,2
Joe Root,303669,29,13,87,4,3.00,0,0,2
