Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,8,1,33,0,4.12,0,0,0
Jason Holder,391485,17,10,22,2,1.29,0,0,0
Rahkeem Cornwall,494581,25.3,5,75,7,2.94,0,0,0
Jomel Warrican,432214,13,1,35,1,2.69,0,0,0
Roston Chase,391832,5,0,10,0,2.00,0,0,0
Yamin Ahmadzai,440968,10,3,24,0,2.40,0,0,1
Amir Hamza,402245,28.3,4,74,5,2.59,0,1,1
Rashid Khan,793463,32,5,114,3,3.56,0,0,1
Zahir Khan,712219,13,2,53,2,4.07,0,0,1
Kemar Roach,230553,4,2,5,0,1.25,0,0,2
Jason Holder,391485,6.1,2,20,3,3.24,0,0,2
Jomel Warrican,432214,12,3,31,0,2.58,0,0,2
Rahkeem Cornwall,494581,18,3,46,3,2.55,0,1,2
Roston Chase,391832,3,1,10,3,3.33,0,0,2
Yamin Ahmadzai,440968,1,0,8,0,8.00,0,0,3
Javed Ahmadi,308235,1,0,9,0,9.00,0,0,3
Amir Hamza,402245,2.2,1,5,1,2.14,0,0,3
Rashid Khan,793463,2,0,11,0,5.50,0,0,3
