Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Dawlat Zadran,516561,10,0,54,2,5.40,30,5,1,1,1,0
Mujeeb Ur Rahman,974109,10,0,31,0,3.10,40,1,0,2,0,0
Gulbadin Naib,352048,5,0,15,0,3.00,17,0,0,0,0,0
Mohammad Nabi,25913,9,0,48,1,5.33,27,5,1,1,0,0
Sharafuddin Ashraf,633362,6,1,18,0,3.00,25,0,1,0,0,0
Rashid Khan,793463,10,0,40,3,4.00,34,3,0,1,0,0
Barry McCarthy,348059,9.1,0,57,1,6.21,34,6,2,4,0,1
Tim Murtagh,17134,10,0,46,0,4.59,36,3,1,1,0,1
Boyd Rankin,24599,10,0,41,1,4.09,34,2,0,1,0,1
Andy McBrine,417381,10,1,38,0,3.80,39,3,1,0,0,1
Simi Singh,1005257,10,2,30,3,3.00,41,2,0,0,0,1
