Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Sami,41324,3,0,25,0,8.33,1,0,0
Rumman Raees,448243,4,0,48,0,12.00,0,0,0
Faheem Ashraf,681117,4,0,38,0,9.50,2,0,0
Shadab Khan,922943,4,0,46,1,11.50,0,0,0
Muhammad Musa,1072472,2,0,28,0,14.00,0,0,0
Cameron Delport,322810,3,0,24,2,8.00,1,0,0
Hasan Ali,681305,4,0,29,3,7.25,0,0,1
Tymal Mills,459257,4,0,31,1,7.75,2,0,1
Chris Jordan,288992,4,0,26,3,6.50,1,0,1
Wahab Riaz,43590,4,0,25,1,6.25,0,2,1
Kieron Pollard,230559,4,0,53,1,13.25,1,0,1
