Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Southee,232364,20.1,5,49,4,2.42,0,0,0
Trent Boult,277912,18,2,57,1,3.16,0,0,0
Colin de Grandhomme,55395,11,5,12,0,1.09,0,0,0
Kyle Jamieson,625960,16,3,39,4,2.43,2,0,0
Ajaz Patel,595783,3,2,7,0,2.33,0,0,0
Jasprit Bumrah,625383,26,5,88,1,3.38,2,0,1
Ishant Sharma,236779,22.2,6,68,5,3.04,0,0,1
Mohammed Shami,481896,23,2,91,1,3.95,0,0,1
Ravichandran Ashwin,26421,29,1,99,3,3.41,0,0,1
Tim Southee,232364,21,6,61,5,2.90,0,0,2
Trent Boult,277912,22,8,39,4,1.77,0,0,2
Colin de Grandhomme,55395,16,5,28,1,1.75,0,0,2
Kyle Jamieson,625960,19,7,45,0,2.36,2,0,2
Ajaz Patel,595783,3,0,18,0,6.00,0,0,2
Ishant Sharma,236779,1,0,8,0,8.00,0,0,3
Jasprit Bumrah,625383,0.4,0,1,0,1.50,0,0,3
