Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Amir,290948,4,0,30,2,7.50,0,0,0
Imad Wasim,227758,2,0,22,1,11.00,0,0,0
Sohail Khan,317252,4,0,37,2,9.25,1,0,0
Usman Shinwari,697279,4,0,35,0,8.75,3,0,0
Usama Mir,647667,4,0,35,2,8.75,0,0,0
Ravi Bopara,10582,2,0,19,0,9.50,0,0,0
Sohail Tanvir,43265,4,0,30,2,7.50,3,0,1
Sunil Narine,230558,4,0,31,2,7.75,1,0,1
Mohammad Irfan,805925,4,0,35,2,8.75,0,1,1
Bilawal Bhatti,343305,4,0,34,1,8.50,2,1,1
Yasir Shah,43685,2,0,18,0,9.00,0,0,1
Grant Elliott,44956,2,0,22,0,11.00,0,0,1
