Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Starc,311592,10,0,74,3,7.40,32,6,4,2,0,0
Josh Hazlewood,288284,10,0,68,0,6.80,29,9,0,1,0,0
Pat Cummins,489889,10,0,53,1,5.30,37,5,2,2,0,0
Adam Zampa,379504,10,0,51,3,5.09,25,4,0,0,0,0
Mitchell Marsh,272450,6,0,25,0,4.16,23,1,0,3,1,0
Glenn Maxwell,325026,4,0,23,0,5.75,8,1,0,2,0,0
Chris Woakes,247235,10,0,46,2,4.59,33,3,1,0,0,1
Jofra Archer,669855,9,0,60,1,6.66,31,6,1,4,1,1
Mark Wood,351588,9,1,40,0,4.44,29,3,0,2,0,1
Joe Root,303669,8,0,46,2,5.75,19,3,1,1,0,1
Tom Curran,550235,6,1,40,0,6.66,17,3,2,1,0,1
Adil Rashid,244497,7.4,0,68,1,8.86,12,1,5,0,0,1
