Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Adil Rashid,244497,4,0,26,0,6.50,9,3,0,0,0,0
Jofra Archer,669855,4,0,32,0,8.00,13,3,2,1,0,0
Mark Wood,351588,4,0,31,3,7.75,13,3,2,0,0,0
Chris Jordan,288992,4,1,35,2,8.75,11,3,2,1,0,0
Ben Stokes,311158,2,0,12,0,6.00,4,1,0,1,0,0
Sam Curran,662973,2,0,14,0,7.00,3,1,0,0,0,0
Bhuvneshwar Kumar,326016,4,0,27,0,6.75,10,3,0,0,0,1
Shardul Thakur,475281,3.2,0,36,0,10.80,7,5,1,1,0,1
Yuzvendra Chahal,430246,4,0,41,1,10.25,6,3,2,0,0,1
Hardik Pandya,625371,3,0,22,0,7.33,3,0,1,1,0,1
Washington Sundar,719715,4,0,26,1,6.50,7,1,1,0,0,1
