Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Abbas,389666,10,0,71,0,7.10,29,6,2,4,0,0
Junaid Khan,259551,9,0,73,3,8.11,25,8,1,3,0,0
Imad Wasim,227758,10,1,51,0,5.09,30,3,2,1,0,0
Usman Shinwari,697279,10,0,49,4,4.90,34,6,0,1,0,0
Yasir Shah,43685,10,0,63,0,6.30,19,5,0,2,0,0
Haris Sohail,318788,1,0,13,0,13.00,1,1,1,0,0,0
Jason Behrendorff,272477,8,0,63,3,7.87,18,5,2,1,0,1
Kane Richardson,272262,10,0,61,1,6.10,28,7,0,2,0,1
Nathan Lyon,272279,10,0,50,1,5.00,21,3,0,0,0,1
Glenn Maxwell,325026,10,0,45,1,4.50,24,2,0,0,0,1
Adam Zampa,379504,9,0,68,1,7.55,18,5,2,3,0,1
Marcus Stoinis,325012,3,0,20,0,6.66,5,2,0,0,0,1
