Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Pat Cummins,489889,25.5,6,84,3,3.25,1,1,0
Josh Hazlewood,288284,21,7,76,2,3.61,0,0,0
Peter Siddle,7898,17,1,61,0,3.58,0,1,0
Mitchell Marsh,272450,18.2,4,46,5,2.50,0,0,0
Nathan Lyon,272279,4,0,12,0,3.00,0,0,0
Marnus Labuschagne,787987,1,0,5,0,5.00,0,0,0
Stuart Broad,10617,12,3,45,0,3.75,0,0,1
Jofra Archer,669855,23.5,9,62,6,2.60,1,0,1
Sam Curran,662973,17,6,46,3,2.70,0,0,1
Chris Woakes,247235,10,2,51,1,5.09,0,0,1
Jack Leach,455524,6,1,18,0,3.00,0,0,1
Pat Cummins,489889,21,5,67,2,3.19,0,0,2
Josh Hazlewood,288284,19,5,57,0,3.00,0,1,2
Nathan Lyon,272279,24.3,5,69,4,2.81,0,0,2
Peter Siddle,7898,13,4,52,2,4.00,0,0,2
Mitchell Marsh,272450,11,1,40,2,3.63,0,0,2
Marnus Labuschagne,787987,7,1,26,0,3.71,0,0,2
Stuart Broad,10617,15,1,62,4,4.13,0,0,3
Jofra Archer,669855,16,2,66,0,4.12,0,1,3
Sam Curran,662973,8,3,22,0,2.75,0,0,3
Jack Leach,455524,22,8,49,4,2.22,0,0,3
Chris Woakes,247235,7,1,19,0,2.71,0,1,3
Joe Root,303669,9,1,26,2,2.88,0,0,3
