Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kyle Jarvis,332996,14,2,40,1,2.85,0,0,0
Chris Mpofu,55633,14,4,28,0,2.00,0,0,0
Solomon Mire,290462,7,0,22,1,3.14,0,0,0
Graeme Cremer,55346,23.5,3,64,4,2.68,0,0,0
Sikandar Raza,299572,11,1,42,1,3.81,0,0,0
Sean Williams,55870,13,4,20,3,1.53,0,0,0
Shannon Gabriel,446101,11.3,4,24,1,2.08,0,0,1
Jason Holder,391485,14,5,25,2,1.78,0,0,1
Devendra Bishoo,341593,24,4,79,5,3.29,0,0,1
Roston Chase,391832,1,0,6,0,6.00,0,0,1
Kemar Roach,230553,11,5,23,2,2.09,0,0,1
Kyle Jarvis,332996,24,1,66,2,2.75,0,0,2
Chris Mpofu,55633,10,3,30,0,3.00,0,0,2
Sean Williams,55870,35,8,91,3,2.60,0,0,2
Graeme Cremer,55346,34,5,114,4,3.35,0,0,2
Sikandar Raza,299572,19,4,53,1,2.78,0,0,2
Solomon Mire,290462,2,0,5,0,2.50,0,0,2
Malcolm Waller,55872,2,0,9,0,4.50,0,0,2
Kemar Roach,230553,13,3,34,1,2.61,0,0,3
Shannon Gabriel,446101,10,2,50,0,5.00,0,2,3
Jason Holder,391485,12,4,30,0,2.50,0,0,3
Devendra Bishoo,341593,32,8,105,4,3.28,0,0,3
Roston Chase,391832,13.4,2,61,2,4.46,0,0,3
Kraigg Brathwaite,348024,10,1,30,1,3.00,0,0,3
