Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mashrafe Mortaza,56007,10,0,52,2,5.20,1,0,0
Mustafizur Rahman,330902,10,0,46,1,4.59,1,0,0
Rubel Hossain,300619,10,0,56,1,5.60,1,0,0
Nasir Hossain,300618,9,0,47,2,5.22,1,0,0
Shakib Al Hasan,56143,8,0,41,2,5.12,0,0,0
Mosaddek Hossain,550133,3,0,14,0,4.66,0,0,0
Jeetan Patel,38141,10,0,55,2,5.50,1,0,1
Matt Henry,506612,10,0,49,0,4.90,1,0,1
Hamish Bennett,226493,9.2,0,47,1,5.03,2,0,1
Corey Anderson,277662,5,0,37,0,7.40,2,0,1
Mitchell Santner,502714,10,0,53,1,5.30,2,0,1
James Neesham,355269,4,0,28,0,7.00,3,0,1
