Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Pat Cummins,489889,10,0,70,5,7.00,28,7,2,3,0,0
Jason Behrendorff,272477,10,1,61,0,6.10,29,6,2,0,0,0
Jhye Richardson,774223,9,0,85,3,9.44,15,11,1,2,0,0
Glenn Maxwell,325026,8,1,61,0,7.62,16,4,2,0,0,0
Adam Zampa,379504,10,0,57,1,5.70,20,2,2,0,0,0
Aaron Finch,5334,3,0,22,0,7.33,4,2,0,0,0,0
Bhuvneshwar Kumar,326016,9,0,67,1,7.44,27,7,3,1,0,1
Jasprit Bumrah,625383,8.5,0,63,3,7.13,21,7,1,0,0,1
Vijay Shankar,477021,5,0,29,0,5.80,9,2,0,1,0,1
Kuldeep Yadav,559235,10,0,64,1,6.40,19,4,1,0,0,1
Kedar Jadhav,290716,5,0,44,0,8.80,7,3,2,0,0,1
Yuzvendra Chahal,430246,10,0,80,1,8.00,16,2,3,3,0,1
