Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kyle Jarvis,332996,4,0,22,2,5.50,2,0,0
Tendai Chatara,425639,4,0,20,3,5.00,2,0,0
Blessing Muzarabani,827051,4,0,48,2,12.00,0,1,0
Sikandar Raza,299572,2,0,26,0,13.00,2,0,0
Graeme Cremer,55346,4,0,20,2,5.00,0,0,0
Ryan Burl,495964,2,0,21,0,10.50,1,0,0
Mujeeb Ur Rahman,974109,4,0,21,2,5.25,0,0,1
Aftab Alam,440963,4,0,29,0,7.25,0,0,1
Gulbadin Naib,352048,3,0,34,0,11.33,1,0,1
Sharafuddin Ashraf,633362,2,0,6,0,3.00,0,0,1
Mohammad Nabi,25913,3,0,24,1,8.00,0,0,1
Rashid Khan,793463,4,0,23,2,5.75,0,0,1
