Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,31,6,97,1,3.12,1,0,0
Tim Southee,232364,32,7,88,4,2.75,0,0,0
Colin de Grandhomme,55395,23,5,41,2,1.78,1,1,0
Neil Wagner,233713,32,7,90,3,2.81,1,0,0
Mitchell Santner,502714,6,1,24,0,4.00,0,0,0
Stuart Broad,10617,33,13,64,0,1.93,0,0,1
Jofra Archer,669855,42,15,107,1,2.54,2,1,1
Sam Curran,662973,35,7,119,3,3.40,1,0,1
Jack Leach,455524,47,7,153,2,3.25,0,0,1
Ben Stokes,311158,26,5,74,2,2.84,4,1,1
Joe Root,303669,18,3,67,1,3.72,4,0,1
Tim Southee,232364,20,4,60,1,3.00,0,0,2
Trent Boult,277912,6,4,6,0,1.00,0,0,2
Colin de Grandhomme,55395,10,3,15,1,1.50,1,0,2
Mitchell Santner,502714,40,19,53,3,1.32,0,1,2
Neil Wagner,233713,19.2,6,44,5,2.27,0,0,2
Kane Williamson,277906,1,0,6,0,6.00,0,0,2
