Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Shaheen Shah Afridi,1072470,4,0,45,1,11.25,8,4,3,0,0,0
Mohammad Nawaz,348148,4,0,21,2,5.25,9,2,0,0,0,0
Hasan Ali,681305,4,0,28,2,7.00,8,2,1,0,0,0
Usman Qadir,348152,3,0,38,0,12.66,3,4,2,0,0,0
Haris Rauf,1161606,3,0,37,1,12.33,3,2,3,0,0,0
Faheem Ashraf,681117,2,0,18,0,9.00,2,0,1,0,0,0
George Linde,481875,3,0,31,0,10.33,5,6,0,0,0,1
Lizaad Williams,379887,3.5,0,39,1,10.17,6,4,1,0,0,1
Beuran Hendricks,379927,4,0,32,3,8.00,13,5,1,1,0,1
Sisanda Magala,379776,3,0,35,0,11.66,7,5,1,2,1,1
Tabraiz Shamsi,379145,4,0,29,2,7.25,9,3,1,0,0,1
Andile Phehlukwayo,540316,2,0,21,0,10.50,2,2,0,2,0,1
