Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jackson Bird,215152,4,0,31,1,7.75,11,3,1,0,0,0
Ben Dwarshuis,679567,4,0,30,1,7.50,10,3,1,0,0,0
Johan Botha,44149,4,0,29,0,7.25,5,3,0,0,0,0
Daniel Sams,826901,4,0,49,1,12.25,4,6,2,0,0,0
Sean Abbott,398666,4,0,27,3,6.75,14,3,1,0,0,0
Simon Milenko,326639,1,0,14,0,14.00,1,0,1,1,1,1
Clive Rose,288285,3,0,22,1,7.33,8,3,0,1,0,1
Jofra Archer,669855,4,0,35,0,8.75,7,4,1,0,0,1
Tymal Mills,459257,4,0,42,2,10.50,6,2,3,1,0,1
Cameron Boyce,326625,4,0,22,0,5.50,5,1,0,0,0,1
Dan Christian,4864,4,0,27,1,6.75,10,2,1,0,0,1
