Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Steve O'Keefe,7069,4,0,16,1,4.00,0,0,0
Ben Dwarshuis,679567,4,0,29,2,7.25,2,0,0
Joe Mennie,439288,2,1,16,2,8.00,0,0,0
Doug Bollinger,4508,3,0,33,2,11.00,1,0,0
Sean Abbott,398666,3,0,24,0,8.00,0,0,0
Johan Botha,44149,4,0,29,1,7.25,1,0,0
Pat Cummins,489889,3,0,38,0,12.66,0,0,1
Andre Russell,276298,4,0,27,1,6.75,1,0,1
Clint McKay,6903,2,0,20,0,10.00,0,0,1
Gurinder Sandhu,499660,2,0,18,0,9.00,1,0,1
Chris Green,787073,4,0,32,0,8.00,0,0,1
Fawad Ahmed,240609,3,0,25,0,8.33,1,0,1
