Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ankit Rajpoot,591650,4,0,14,5,3.50,17,2,0,0,0,0
Barinder Sran,537126,3,0,27,0,9.00,9,5,0,0,1,0
Ravichandran Ashwin,26421,4,0,34,0,8.50,8,1,2,0,0,0
Manoj Tiwary,35565,1,0,10,0,10.00,0,0,0,1,0,0
Mujeeb Ur Rahman,974109,4,0,17,1,4.25,11,0,0,1,0,0
Andrew Tye,459508,4,0,28,0,7.00,8,3,0,0,0,0
Sandeep Sharma,438362,4,0,17,2,4.25,13,2,0,0,0,1
Mohammad Nabi,25913,2,0,24,0,12.00,4,2,2,0,0,1
Siddarth Kaul,326017,4,0,25,0,6.25,9,3,0,0,0,1
Basil Thampi,732291,2.2,0,14,2,6.00,6,0,1,0,0,1
Rashid Khan,793463,4,0,19,3,4.75,11,2,0,0,0,1
Shakib Al Hasan,56143,3,0,18,2,6.00,7,0,1,0,0,1
