Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ben Dwarshuis,679567,2,0,9,1,4.50,9,2,0,0,0,0
Johan Botha,44149,4,0,13,1,3.25,15,1,0,0,0,0
Nathan Lyon,272279,4,0,17,2,4.25,13,1,0,0,0,0
Sean Abbott,398666,4,0,11,4,2.75,15,0,0,1,0,0
Carlos Brathwaite,457249,2.4,0,20,2,7.50,5,2,0,1,0,0
Josh Lalor,272385,3,0,20,0,6.66,10,2,1,0,0,1
Yasir Shah,43685,4,0,37,1,9.25,9,3,2,1,0,1
Mark Steketee,555853,1,0,7,0,7.00,2,1,0,0,0,1
Mitchell Swepson,590326,1,0,3,0,3.00,3,0,0,0,0,1
Jason Floros,326462,1,0,7,0,7.00,4,0,1,0,0,1
