Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Starc,311592,10,0,63,0,6.30,34,7,1,3,0,0
Josh Hazlewood,288284,10,0,58,2,5.80,30,5,1,0,0,0
Pat Cummins,489889,10,1,67,1,6.70,32,5,3,6,1,0
Marcus Stoinis,325012,8,0,43,1,5.37,24,0,2,1,0,0
Adam Zampa,379504,9,0,55,1,6.11,15,3,0,0,0,0
Mitchell Marsh,272450,3,0,14,1,4.66,8,0,0,2,0,0
Mark Wood,351588,10,1,46,2,4.59,35,5,0,2,0,1
Chris Woakes,247235,10,0,57,2,5.70,27,4,1,0,0,1
Liam Plunkett,19264,1.2,0,6,0,4.50,3,0,0,0,0,1
Moeen Ali,8917,10,0,57,0,5.70,18,2,1,0,0,1
Joe Root,303669,8.4,0,60,0,6.92,19,4,2,0,0,1
Adil Rashid,244497,10,0,51,2,5.09,25,2,1,0,0,1
