Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Shardul Thakur,475281,2,0,21,1,10.50,8,2,2,1,0,0
Mohammed Shami,481896,4,0,22,0,5.50,11,2,0,0,0,0
Jasprit Bumrah,625383,4,0,21,1,5.25,9,0,1,0,0,0
Yuzvendra Chahal,430246,4,0,33,0,8.25,5,2,1,0,0,0
Shivam Dube,714451,2,0,16,1,8.00,4,1,1,0,0,0
Ravindra Jadeja,234675,4,0,18,2,4.50,9,0,0,2,0,0
Tim Southee,232364,3.3,0,20,2,5.71,12,2,1,0,0,1
Hamish Bennett,226493,3,0,29,0,9.66,8,2,1,1,0,1
Blair Tickner,854909,3,0,34,0,11.33,3,2,2,0,0,1
Mitchell Santner,502714,4,0,19,0,4.75,10,1,0,0,0,1
Ish Sodhi,559066,4,0,33,1,8.25,5,0,2,2,0,1
