Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Deepak Chahar,447261,4,0,30,1,7.50,12,3,1,2,1,0
Lungi Ngidi,542023,4,1,10,4,2.50,16,0,0,1,0,0
Harbhajan Singh,29264,1,0,13,0,13.00,1,1,1,0,0,0
Shardul Thakur,475281,3.4,0,33,2,9.00,9,3,1,2,0,0
Dwayne Bravo,51439,4,0,39,2,9.75,7,2,3,0,0,0
Ravindra Jadeja,234675,3,0,23,1,7.66,5,0,2,0,0,0
Ankit Rajpoot,591650,4,1,19,2,4.75,18,2,1,0,1,1
Mohit Sharma,537119,3.1,0,28,1,8.84,7,3,1,1,0,1
Andrew Tye,459508,4,0,47,0,11.75,6,4,2,5,0,1
Axar Patel,554691,4,0,28,0,7.00,7,1,1,0,0,1
Ravichandran Ashwin,26421,4,0,36,2,9.00,5,1,2,1,0,1
