Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Deepak Chahar,447261,2,0,20,0,10.00,4,2,1,0,0,0
Shardul Thakur,475281,4,1,46,2,11.50,10,1,5,2,0,0
Harbhajan Singh,29264,2,0,24,0,12.00,6,1,3,0,0,0
Ravindra Jadeja,234675,2,0,22,0,11.00,4,1,2,0,0,0
Shane Watson,8180,2,0,21,0,10.50,2,1,1,1,0,0
Imran Tahir,40618,4,0,35,2,8.75,5,1,2,0,0,0
Dwayne Bravo,51439,4,1,33,2,8.25,12,2,2,1,0,0
Pawan Negi,530773,3,0,36,1,12.00,7,0,5,0,0,1
Umesh Yadav,376116,4,0,23,1,5.75,12,2,1,0,0,1
Washington Sundar,719715,1,0,14,0,14.00,2,0,2,0,0,1
Mohammed Siraj,940973,4,0,48,0,12.00,4,4,2,4,0,1
Yuzvendra Chahal,430246,4,0,26,2,6.50,11,1,1,2,1,1
Corey Anderson,277662,3.4,0,58,0,15.81,2,2,6,2,0,1
