Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Abbas,389666,29,7,100,0,3.44,0,0,0
Shaheen Shah Afridi,1072470,30,5,88,3,2.93,0,1,0
Muhammad Musa,1072472,20,1,114,0,5.70,1,6,0
Yasir Shah,43685,32,1,197,0,6.15,0,0,0
Iftikhar Ahmed,480603,15,0,75,0,5.00,0,0,0
Azhar Ali,39037,1,0,9,0,9.00,0,0,0
Mitchell Starc,311592,25,6,66,6,2.64,0,0,1
Pat Cummins,489889,22.4,2,83,3,3.66,0,0,1
Josh Hazlewood,288284,14,2,48,1,3.42,0,0,1
Nathan Lyon,272279,22,3,65,0,2.95,0,0,1
Marnus Labuschagne,787987,10,2,32,0,3.20,0,0,1
Steven Smith,267192,1,0,6,0,6.00,0,0,1
Mitchell Starc,311592,16,3,47,1,2.93,0,0,2
Josh Hazlewood,288284,23,4,63,3,2.73,0,0,2
Pat Cummins,489889,15,4,45,0,3.00,0,0,2
Nathan Lyon,272279,25,7,69,5,2.76,0,0,2
Marnus Labuschagne,787987,3,0,9,0,3.00,0,0,2
