Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mark Steketee,555853,4,0,20,2,5.00,2,0,0
Tymal Mills,459257,4,0,20,1,5.00,0,0,0
Jack Wildermuth,570854,3.5,0,32,1,8.34,1,2,0
Ben Cutting,230371,3.1,0,38,1,12.00,1,0,0
Mitchell Swepson,590326,4,0,14,2,3.50,0,0,0
Marnus Labuschagne,787987,1,0,11,0,11.00,1,0,0
Michael Beer,307495,4,0,29,0,7.25,0,0,1
Ben Hilfenhaus,5941,3,0,30,1,10.00,2,0,1
Scott Boland,446548,3.1,0,26,1,8.21,0,0,1
Marcus Stoinis,325012,3,0,27,0,9.00,0,0,1
Adam Zampa,379504,4,0,18,0,4.50,0,0,1
Evan Gulbis,381183,1,0,8,1,8.00,0,0,1
