Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mustafizur Rahman,330902,25,5,68,2,2.72,0,1,0
Taskin Ahmed,538506,21,3,77,1,3.66,2,2,0
Subashis Roy,301847,24,4,103,1,4.29,1,2,0
Mehidy Hasan Miraz,629063,22,1,113,4,5.13,0,0,0
Shakib Al Hasan,56143,32.1,5,100,1,3.10,0,0,0
Soumya Sarkar,436677,3,0,9,0,3.00,1,0,0
Mahmudullah,56025,2,0,10,0,5.00,0,0,0
Suranga Lakmal,49619,14,0,42,1,3.00,0,0,1
Lahiru Kumara,784375,16,1,70,1,4.37,3,0,1
Dilruwan Perera,49920,19,4,53,3,2.78,0,1,1
Rangana Herath,49178,26.2,4,72,3,2.73,0,0,1
Lakshan Sandakan,429738,22,5,69,1,3.13,0,1,1
Subashis Roy,301847,7,0,34,0,4.85,1,0,2
Mehidy Hasan Miraz,629063,20,1,77,2,3.85,0,0,2
Mustafizur Rahman,330902,9,4,24,1,2.66,0,0,2
Shakib Al Hasan,56143,25,2,104,2,4.16,0,0,2
Taskin Ahmed,538506,8,0,32,1,4.00,1,1,2
Suranga Lakmal,49619,7,3,12,0,1.71,0,0,3
Dilruwan Perera,49920,15,0,66,2,4.40,0,0,3
Rangana Herath,49178,20.2,5,59,6,2.90,0,0,3
Asela Gunaratne,360456,6,1,16,1,2.66,0,1,3
Lakshan Sandakan,429738,9,0,29,1,3.22,0,1,3
Lahiru Kumara,784375,3,0,10,0,3.33,1,0,3
