Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Glenn Maxwell,325026,3,0,17,2,5.66,7,2,0,0,0,0
Dale Steyn,47492,4,0,24,0,6.00,13,4,0,0,0,0
Nathan Coulter-Nile,261354,4,0,24,0,6.00,8,1,0,1,0,0
Adam Zampa,379504,4,0,33,1,8.25,8,2,2,0,0,0
Haris Rauf,1161606,4,0,24,3,6.00,14,3,0,3,0,0
Clint Hinchliffe,774217,1,0,8,1,8.00,2,1,0,0,0,0
Daniel Sams,826901,4,1,25,3,6.25,12,4,0,1,0,1
Chris Green,787073,2,0,21,0,10.50,4,2,1,0,0,1
Chris Morris,439952,4,0,24,2,6.00,9,2,0,0,0,1
Brendan Doggett,931603,4,0,28,0,7.00,7,2,1,0,0,1
Nathan McAndrew,785323,3.4,0,22,2,6.00,11,3,0,1,0,1
Arjun Nair,901157,2,0,16,0,8.00,1,0,1,0,0,1
