Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jason Holder,391485,6,0,53,0,8.83,15,8,1,0,0,0
Alzarri Joseph,670031,10,0,51,1,5.09,35,5,0,3,1,0
Jason Mohammed,230549,10,0,49,1,4.90,25,1,1,1,0,0
Anderson Phillip,914467,6,0,43,0,7.16,18,5,1,0,0,0
Akeal Hosein,530812,10,0,33,3,3.30,39,3,0,0,0,0
Fabian Allen,670013,8,0,43,0,5.37,23,1,2,0,0,0
Suranga Lakmal,49619,9.3,1,56,2,5.89,28,6,1,0,0,1
Asitha Fernando,786925,8,0,62,0,7.75,19,6,1,2,1,1
PWH de Silva,784379,10,0,49,1,4.90,30,3,1,0,0,1
Thisara Perera,233514,5,0,27,1,5.40,16,0,2,1,0,1
Danushka Gunathilaka,345821,6,0,28,1,4.66,20,0,2,0,0,1
Lakshan Sandakan,429738,10,2,52,0,5.20,30,1,3,0,1,1
