Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Vikum Sanjaya,422092,4,0,41,1,10.25,8,1,3,0,2,0
Dilshan Munaweera,304735,4,0,26,1,6.50,5,1,0,0,0,0
Isuru Udana,328026,3,0,32,1,10.66,4,4,1,0,0,0
Danushka Gunathilaka,345821,2,0,16,0,8.00,1,1,0,1,0,0
Thisara Perera,233514,4,0,28,0,7.00,5,2,0,1,0,0
Sachith Pathirana,212756,1,0,8,0,8.00,1,1,0,0,0,0
Chaturanga de Silva,345825,1,0,14,0,14.00,0,1,1,0,0,0
Dasun Shanaka,437316,1,0,13,0,13.00,0,2,0,0,0,0
Imad Wasim,227758,4,0,30,1,7.50,9,4,0,0,0,1
Mohammad Amir,290948,4,0,13,4,3.25,16,1,0,1,0,1
Mohammad Hafeez,41434,2,0,11,1,5.50,4,1,0,0,0,1
Faheem Ashraf,681117,4,0,19,2,4.75,10,1,0,0,0,1
Shadab Khan,922943,2,0,31,0,15.50,2,2,3,0,0,1
Hasan Ali,681305,4,0,39,1,9.75,3,2,2,1,0,1
