Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Vishwa Fernando,465783,13,3,31,2,2.38,0,0,0
Lahiru Kumara,784375,18,5,49,4,2.72,0,0,0
Dimuth Karunaratne,227772,1,0,11,0,11.00,0,0,0
Lasith Embuldeniya,848109,20.3,3,71,4,3.46,0,0,0
Dilruwan Perera,49920,7,0,23,0,3.28,0,0,0
Shaheen Shah Afridi,1072470,26.5,5,77,5,2.86,0,1,1
Mohammad Abbas,389666,27,9,55,4,2.03,1,0,1
Naseem Shah,1158088,16,1,71,0,4.43,1,2,1
Yasir Shah,43685,13,0,43,0,3.30,0,0,1
Haris Sohail,318788,3,0,11,1,3.66,0,0,1
Vishwa Fernando,465783,24,2,105,0,4.37,0,0,2
Lahiru Kumara,784375,29,5,139,2,4.79,0,0,2
Lasith Embuldeniya,848109,50,4,193,1,3.86,1,0,2
Dilruwan Perera,49920,21,1,94,0,4.47,1,0,2
Dhananjaya de Silva,465793,7,0,19,0,2.71,0,0,2
Shaheen Shah Afridi,1072470,14,3,51,1,3.64,0,0,3
Mohammad Abbas,389666,12,2,33,1,2.75,0,0,3
Naseem Shah,1158088,12.5,4,31,5,2.41,0,0,3
Yasir Shah,43685,20,3,84,2,4.20,0,0,3
Haris Sohail,318788,4,0,10,1,2.50,0,0,3
