Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ishant Sharma,236779,4,0,41,0,10.25,8,3,2,0,0,0
Anureet Singh,376324,2,0,26,0,13.00,2,5,0,0,0,0
Mohit Sharma,537119,3,0,34,1,11.33,2,5,0,0,0,0
Axar Patel,554691,3,0,34,0,11.33,3,1,3,0,0,0
KC Cariappa,777537,4,0,42,0,10.50,3,4,1,2,0,0
Glenn Maxwell,325026,4,0,29,2,7.25,6,1,1,0,0,0
Bhuvneshwar Kumar,326016,4,0,27,2,6.75,9,4,0,0,0,1
Ashish Nehra,31820,4,0,42,3,10.50,9,7,1,0,0,1
Siddarth Kaul,326017,4,0,36,3,9.00,7,4,1,0,1,1
Deepak Hooda,497121,1,0,17,0,17.00,1,2,1,0,0,1
Moises Henriques,5961,3,0,39,0,13.00,2,6,1,0,0,1
Rashid Khan,793463,4,0,16,1,4.00,14,2,0,0,0,1
