Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Angelo Mathews,49764,2.2,0,16,0,6.85,7,3,0,0,0,0
Dushmantha Chameera,552152,4,0,45,1,11.25,11,2,5,0,0,0
Nuwan Pradeep,324358,4,0,61,2,15.25,5,5,5,2,0,0
Akila Dananjaya,574178,3.4,0,49,0,13.36,7,4,4,2,0,0
Thisara Perera,233514,4,0,49,2,12.25,7,3,4,2,0,0
Chaturanga de Silva,345825,1,0,16,0,16.00,1,2,1,0,0,0
Asela Gunaratne,360456,1,0,21,0,21.00,1,2,2,0,0,0
Jaydev Unadkat,390484,3,0,22,1,7.33,5,3,0,0,0,1
Jasprit Bumrah,625383,3,0,21,0,7.00,7,0,1,2,0,1
Kuldeep Yadav,559235,4,0,52,3,13.00,5,4,4,1,0,1
Hardik Pandya,625371,3.2,0,23,1,6.90,6,1,1,0,0,1
Yuzvendra Chahal,430246,4,0,52,4,13.00,8,3,4,4,0,1
