Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shaheen Shah Afridi,1072470,4,0,29,1,7.25,1,0,0
Haris Rauf,1161606,4,0,35,1,8.75,2,0,0
Rahat Ali,323244,4,0,47,0,11.75,1,0,0
David Wiese,221140,4,0,42,0,10.50,1,0,0
Sandeep Lamichhane,960361,4,0,46,3,11.50,0,0,0
Mohammad Irfan,429981,4,0,28,0,7.00,1,0,1
Mohammad Ilyas,1159371,4,0,44,1,11.00,1,0,1
Shoaib Malik,42657,3,0,21,0,7.00,0,0,1
Mohammad Irfan,716779,2,0,27,0,13.50,0,0,1
Junaid Khan,259551,4,0,39,3,9.75,0,1,1
Andre Russell,276298,2,0,28,0,14.00,0,0,1
Dan Christian,4864,1,0,10,0,10.00,0,0,1
