Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Joe Burns,326632,1,0,5,0,5.00,1,0,0,0,0,0
Yasir Shah,43685,4,0,29,0,7.25,5,1,1,1,0,0
Mark Steketee,555853,4,0,51,2,12.75,10,5,4,2,0,0
Brendan Doggett,931603,4,0,39,0,9.75,4,0,3,2,0,0
Mitchell Swepson,590326,3,0,24,0,8.00,3,1,1,0,0,0
Ben Cutting,230371,4,0,27,2,6.75,6,3,0,0,0,0
Simon Milenko,326639,1,0,16,0,16.00,2,2,1,0,0,1
Clive Rose,288285,2,0,29,0,14.50,2,2,2,0,0,1
Jofra Archer,669855,4,0,39,1,9.75,10,4,2,2,0,1
Tymal Mills,459257,4,0,35,0,8.75,8,6,0,0,0,1
Cameron Boyce,326625,4,0,23,2,5.75,8,0,1,0,0,1
D'Arcy Short,308798,4,0,20,1,5.00,8,0,0,1,0,1
Dan Christian,4864,1,0,8,1,8.00,2,0,0,1,0,1
