Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mark Wood,351588,9,1,49,2,5.44,26,5,0,2,0,0
David Willey,308251,7,0,43,4,6.14,24,5,1,0,0,0
Joe Root,303669,10,0,44,0,4.40,24,2,0,1,0,0
Craig Overton,464626,7,0,55,0,7.85,14,5,1,0,0,0
Adil Rashid,244497,10,0,73,2,7.30,26,5,4,1,0,0
Moeen Ali,8917,7,0,43,0,6.14,14,2,1,0,0,0
Michael Neser,376169,8.4,0,74,0,8.53,25,12,1,1,1,1
Billy Stanlake,533042,8,0,54,1,6.75,24,7,1,0,0,1
Nathan Lyon,272279,7,0,38,1,5.42,22,3,1,0,0,1
Jhye Richardson,774223,7,0,58,0,8.28,14,9,0,0,0,1
Ashton Agar,505120,8,0,48,2,6.00,21,4,1,0,0,1
Marcus Stoinis,325012,6,0,41,0,6.83,9,3,0,1,0,1
