Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sam Rainbird,333872,2,0,15,0,7.50,6,1,1,1,0,0
Billy Stanlake,533042,2,0,24,0,12.00,3,3,1,1,0,0
Haris Rauf,1161606,2,0,25,0,12.50,1,3,1,0,0,0
Adam Zampa,379504,2,0,7,2,3.50,5,0,0,0,0,0
Glenn Maxwell,325026,1,0,20,1,20.00,1,0,3,0,0,0
Hilton Cartwright,557295,1,0,22,0,22.00,1,3,1,0,1,0
Xavier Bartlett,1050545,2,0,19,0,9.50,2,3,0,0,0,1
Jack Wildermuth,570854,2,0,14,0,7.00,6,1,1,0,0,1
Mujeeb Ur Rahman,974109,2,0,23,1,11.50,1,2,1,0,0,1
Mark Steketee,555853,2,0,25,3,12.50,5,1,3,0,0,1
Lewis Gregory,362201,2,0,29,1,14.50,3,4,1,0,1,1
