Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Starc,311592,21,3,81,1,3.85,0,2,0
Josh Hazlewood,288284,23,4,59,2,2.56,0,0,0
Nathan Lyon,272279,19.5,6,43,2,2.16,0,0,0
Pat Cummins,489889,26,6,78,4,3.00,1,0,0
Mitchell Marsh,272450,7,2,26,1,3.71,1,1,0
Steven Smith,267192,1,1,0,0,0.00,0,0,0
Vernon Philander,46945,15,5,26,2,1.73,0,1,1
Kagiso Rabada,550215,20.5,1,91,4,4.36,0,3,1
Morne Morkel,46538,21,7,87,4,4.14,0,0,1
Keshav Maharaj,267724,12,3,35,0,2.91,0,0,1
Temba Bavuma,372116,1,0,10,0,10.00,0,0,1
Mitchell Starc,311592,23,5,98,1,4.26,0,1,2
Josh Hazlewood,288284,25.2,5,69,3,2.72,0,0,2
Pat Cummins,489889,27,5,67,3,2.48,2,0,2
Nathan Lyon,272279,31,2,102,3,3.29,0,0,2
Steven Smith,267192,1,0,6,0,6.00,0,0,2
Mitchell Marsh,272450,5,0,26,0,5.20,0,0,2
Kagiso Rabada,550215,12,6,31,1,2.58,0,0,3
Vernon Philander,46945,6,2,17,0,2.83,0,0,3
Morne Morkel,46538,9.4,3,23,5,2.37,0,0,3
Keshav Maharaj,267724,12,2,32,2,2.66,0,0,3
