Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Jackson Bird,215152,4,0,36,0,9.00,1,1,0
Ben Dwarshuis,679567,4,0,34,1,8.50,0,1,0
Sean Abbott,398666,4,0,40,4,10.00,0,0,0
Nathan Lyon,272279,4,0,23,4,5.75,0,0,0
Johan Botha,44149,4,0,32,0,8.00,1,0,0
Joe Burns,326632,2,0,17,1,8.50,0,0,1
Samuel Badree,51433,4,0,32,1,8.00,0,0,1
Mark Steketee,555853,4,0,21,2,5.25,1,0,1
Mitchell Swepson,590326,4,0,31,1,7.75,0,0,1
Jack Wildermuth,570854,3,0,33,1,11.00,0,0,1
Marnus Labuschagne,787987,1,0,18,0,18.00,0,0,1
Ben Cutting,230371,2,0,14,1,7.00,1,0,1
