Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Pradeep Sangwan,279545,3,0,28,1,9.33,8,2,2,0,0,0
Dhawal Kulkarni,277955,4,0,24,1,6.00,9,0,1,2,0,0
Basil Thampi,732291,4,0,48,1,12.00,2,5,2,0,0,0
James Faulkner,270484,4,0,43,0,10.75,2,4,1,0,0,0
Ravindra Jadeja,234675,2,0,19,0,9.50,1,2,0,1,0,0
Ankit Soni,1083128,3,0,27,0,9.00,3,1,1,0,0,0
Sandeep Sharma,438362,4,0,29,2,7.25,9,4,0,0,1,1
Mohit Sharma,537119,4,0,35,0,8.75,4,3,1,0,0,1
Varun Aaron,360911,4,0,43,0,10.75,6,5,1,0,0,1
Axar Patel,554691,3,0,29,0,9.66,1,0,2,0,0,1
Glenn Maxwell,325026,2,0,21,1,10.50,3,2,1,0,0,1
T Natarajan,802575,2.4,0,32,1,12.00,4,3,1,2,0,1
