Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shaheen Shah Afridi,1072470,21.5,3,53,4,2.42,1,2,0
Mohammad Abbas,389666,17,9,19,2,1.11,0,0,0
Naseem Shah,1158088,16,0,61,1,3.81,0,1,0
Yasir Shah,43685,22,2,83,0,3.77,0,0,0
Haris Sohail,318788,6,2,11,2,1.83,0,0,0
Ebadot Hossain,932355,25,6,97,1,3.88,0,0,1
Abu Jayed,410763,29,4,86,3,2.96,0,1,1
Rubel Hossain,300619,25.5,3,113,3,4.37,1,1,1
Taijul Islam,401057,41,6,139,2,3.39,0,0,1
Mahmudullah,56025,2,0,6,0,3.00,0,0,1
Shaheen Shah Afridi,1072470,16,6,39,1,2.43,1,0,2
Mohammad Abbas,389666,17.4,6,33,1,1.86,1,0,2
Naseem Shah,1158088,8.2,2,26,4,3.12,0,0,2
Yasir Shah,43685,17.2,3,58,4,3.34,0,0,2
Asad Shafiq,316397,3,0,12,0,4.00,0,0,2
