Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Hasnain,1158100,4,0,25,1,6.25,1,0,0
Haris Rauf,1161606,4,0,25,2,6.25,0,0,0
Faheem Ashraf,681117,4,0,35,0,8.75,0,0,0
Wahab Riaz,43590,4,0,37,2,9.25,1,0,0
Usman Qadir,348152,3,0,24,1,8.00,0,0,0
Mohammad Hafeez,41434,1,0,7,0,7.00,0,0,0
Wesley Madhevere,938959,1,0,8,0,8.00,0,0,1
Blessing Muzarabani,827051,3.5,0,26,2,6.78,2,0,1
Tendai Chatara,425639,3,0,25,1,8.33,0,0,1
Richard Ngarava,806241,4,0,37,1,9.25,0,1,1
Tendai Chisoro,235519,4,0,26,0,6.50,0,0,1
Sean Williams,55870,1,0,11,0,11.00,0,0,1
Sikandar Raza,299572,2,0,19,0,9.50,0,0,1
