Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Morne Morkel,46538,18,3,82,2,4.55,0,0,0
Vernon Philander,46945,15,7,29,0,1.93,0,0,0
Kagiso Rabada,550215,19,6,59,2,3.10,1,0,0
Jean-Paul Duminy,44932,11.3,2,47,4,4.08,0,0,0
Keshav Maharaj,267724,16,4,47,2,2.93,0,0,0
Tim Southee,232364,27,7,98,2,3.62,1,0,1
Colin de Grandhomme,55395,23,7,52,3,2.26,0,0,1
Neil Wagner,233713,22,1,102,3,4.63,1,0,1
Jeetan Patel,38141,14,1,57,1,4.07,0,0,1
James Neesham,355269,12,2,41,1,3.41,2,0,1
Morne Morkel,46538,11,0,50,3,4.54,1,0,2
Vernon Philander,46945,12,3,28,0,2.33,0,0,2
Kagiso Rabada,550215,17,5,38,1,2.23,0,0,2
Keshav Maharaj,267724,20.2,7,40,6,1.96,0,0,2
Jean-Paul Duminy,44932,3,1,4,0,1.33,0,0,2
Tim Southee,232364,6,2,17,1,2.83,0,0,3
Colin de Grandhomme,55395,8,1,20,0,2.50,0,0,3
Neil Wagner,233713,8,2,18,1,2.25,0,0,3
James Neesham,355269,2.3,0,28,0,11.20,2,0,3
