Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tendai Chatara,425639,6.2,1,17,2,2.68,3,0,0
Richard Ngarava,806241,7,0,39,1,5.57,2,0,0
Chris Mpofu,55633,10,0,45,2,4.50,1,0,0
Solomon Mire,290462,6,0,29,0,4.83,2,0,0
Graeme Cremer,55346,10,0,46,3,4.59,0,0,0
Sikandar Raza,299572,10,0,37,1,3.70,1,0,0
Amir Hamza,402245,5,0,17,1,3.40,0,0,1
Dawlat Zadran,516561,4,0,18,0,4.50,0,0,1
Mohammad Nabi,25913,7,0,26,1,3.71,0,0,1
Gulbadin Naib,352048,6,2,12,1,2.00,0,0,1
Rashid Khan,793463,4.2,0,17,1,3.92,0,0,1
Hashmatullah Shahidi,440970,1,0,8,0,8.00,0,0,1
