Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Josh Hazlewood,288284,10,1,66,1,6.60,31,3,3,2,1,0
Glenn Maxwell,325026,5,0,27,0,5.40,13,2,0,2,0,0
Sean Abbott,398666,10,0,84,1,8.40,23,9,2,0,0,0
Cameron Green,1076713,4,0,27,0,6.75,14,5,0,0,1,0
Ashton Agar,505120,10,0,44,2,4.40,23,2,0,0,0,0
Adam Zampa,379504,10,0,45,1,4.50,23,2,0,0,0,0
Moises Henriques,5961,1,0,7,0,7.00,2,1,0,0,0,0
Jasprit Bumrah,625383,9.3,0,43,2,4.52,35,3,1,5,0,1
T Natarajan,802575,10,1,70,2,7.00,30,7,2,4,1,1
Shardul Thakur,475281,10,1,51,3,5.09,29,5,0,0,0,1
Kuldeep Yadav,559235,10,0,57,1,5.70,26,3,1,0,0,1
Ravindra Jadeja,234675,10,0,62,1,6.20,31,3,4,0,1,1
