Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,28,11,94,4,3.35,0,1,0
Vishwa Fernando,465783,27,4,71,1,2.62,0,0,0
Lasith Embuldeniya,848109,25,5,88,1,3.52,0,5,0
Dushmantha Chameera,552152,21.1,4,69,3,3.25,0,0,0
Dhananjaya de Silva,465793,10,3,26,1,2.60,0,1,0
Kemar Roach,230553,18,5,58,3,3.22,0,4,1
Shannon Gabriel,446101,16,3,37,1,2.31,0,1,1
Alzarri Joseph,670031,22,4,64,2,2.90,1,0,1
Jason Holder,391485,21,3,39,2,1.85,0,2,1
Kyle Mayers,348056,11,7,10,1,0.90,0,0,1
Rahkeem Cornwall,494581,15,5,25,0,1.66,0,0,1
Jermaine Blackwood,431909,4,0,16,1,4.00,0,0,1
Suranga Lakmal,49619,14,3,62,2,4.42,0,2,2
Vishwa Fernando,465783,12.4,1,49,0,3.86,1,1,2
Dhananjaya de Silva,465793,28,3,81,0,2.89,0,3,2
Dushmantha Chameera,552152,18,0,74,2,4.11,0,0,2
Kemar Roach,230553,12,2,33,0,2.75,0,0,3
Jason Holder,391485,10,3,24,0,2.40,0,1,3
Rahkeem Cornwall,494581,26.4,8,53,0,1.98,0,0,3
Shannon Gabriel,446101,5.2,2,20,0,3.75,0,0,3
Alzarri Joseph,670031,10,2,33,1,3.30,1,0,3
Jermaine Blackwood,431909,6,1,17,0,2.83,0,0,3
Kraigg Brathwaite,348024,3,0,7,0,2.33,0,0,3
Kyle Mayers,348056,6,4,5,1,0.83,0,0,3
